step,emergency_braking,stopping_distance,Radar_distance,speed,steer
46,0,0.31472831895279224,4.948493,2.0779972415843844,-0.0020581752133291696
47,0,0.42984803385191733,4.948493,2.4284799823033967,-0.0006944577463696544
48,0,0.5344956823141394,4.8713827,2.7080030947822036,-0.002202736641431182
49,0,0.6321031121135495,4.7516756,2.944903172974945,-0.002267384856244045
50,0,0.7250230075273526,4.7516756,3.153936534439981,-0.0070093124637357895
51,0,0.8140281432633962,4.7129264,3.341925511673442,-0.008630935027842832
52,0,0.898946580645436,4.5371013,3.5119150169751236,-0.012256070262113101
53,0,0.9813527036506935,4.474961,3.6693540431644798,-0.00928377446940519
54,0,1.0615664894855066,4.472035,3.816371606086225,-0.0024427585009205856
55,0,1.1411470857532715,4.648544,3.956834342821909,-0.0035179369979863734
56,0,1.2194333593013762,4.5269156,4.090308752357807,-0.002717025695679832
57,0,1.2967277039262832,4.442337,4.217950224678879,-0.0032117268108900073
58,0,1.373067792812008,4.6826906,4.340332950060485,-0.0022636529167725412
59,0,1.4498545905499627,4.699611,4.460045401377153,0.0008581063877229435
60,0,1.5264237762587645,4.699611,4.576301367946636,-0.0007984824760663334
61,1,1.602951047540051,4.1718087,4.689614949252177,0.0003700248641833713
62,0,1.6795361201263432,4.7315125,4.800337026515266,0.0005835166562528902
63,0,1.7562860431997636,4.7410717,4.90879257177371,-0.0005385102980574922
64,0,1.8134629924210763,4.697785,4.9880569619860164,-0.002828590669628989
65,0,1.8513633807214365,4.736972,5.039911267423079,5.31548387948621e-05
66,0,1.889807277610512,4.701341,5.0919697415456255,0.003232823712440823
67,1,1.9308817474138773,4.1571026,5.147008604472932,0.0006667671758614983
68,0,1.930052883178704,4.6811523,5.145903764861117,0.0009699175330734367
69,0,1.9433914357282662,4.6811523,5.163654761715951,0.0017963059153028186
70,0,1.9283322054230894,4.654841,5.14360941930905,0.0008994906936315272
71,1,1.918883885019414,3.9802752,5.130992779420603,0.0023708410325805193
72,0,1.91219052727907,4.566349,5.12203612192152,0.0008311793155575528
73,0,1.9198245690948457,4.53679,5.132250294751931,0.0025093956887624587
74,0,1.8687693145943478,4.53679,5.063547668999913,0.0030353985174376816
75,0,1.852165064668151,4.4860225,5.041002349458591,-0.002017880891775633
76,0,1.8373192408176275,4.4860225,5.020758905187328,-0.005916711766780853
77,0,1.8467908000305235,4.4378376,5.033683519691994,-0.0070029779375992965
78,1,1.8349046354445686,4.0580664,5.017458679281722,-0.019740790294145175
79,0,1.8408671868592787,4.3894033,5.025604222748674,-0.009440749766323702
80,0,1.8288778100724694,4.366168,5.009211869565339,-0.015651620545400702
81,1,1.801545757980228,3.873224,4.971640352991026,-0.007902529503806825
82,0,1.7802334892161478,4.319077,4.942145634443157,-0.009771221828853075
83,0,1.897715374233448,4.319077,5.102612559707322,0.007355022169009231
84,0,1.984145189569161,4.248926,5.2175158841050875,0.005393285591994481
85,0,2.0346411775649944,4.2051497,5.283490981935308,0.009891654345507877
86,1,2.063447713625875,4.153974,5.320761470968888,0.009063279042276193
87,1,2.0438552463080333,4.153974,5.295440867325989,0.03851121181332566
88,1,1.9328272510822035,4.026473,5.149600944233236,0.011651553615043136
89,1,1.4960946264166577,3.9617498,4.530609040122149,0.0069617441454681295
90,1,1.1217520360847701,3.516061,3.923064865010907,0.008154715895232478
91,1,0.8076736866713624,2.9995341,3.3288561070029887,0.00848493894044836
92,1,0.5491385020817163,2.9142244,2.744846124751103,0.007828568670540062
93,1,0.3426871490020352,3.6752434,2.1683329274601544,0.008606953155190255
94,1,0.18626410040843416,2.8825617,1.5986067238704198,0.009639949542306906
95,1,0.07851198432514052,3.1069212,1.0378749563126224,0.0022132192392843196
96,1,0.018002885430669493,3.1095912,0.4969905312063656,0.001636542098791912
97,1,0.0020645313730082763,3.5629897,0.16830142731918096,0.004437100373918929
98,1,1.781902720447283e-06,3.562835,-0.004944462086469743,-0.002698985458534535
99,1,1.0058047883180215e-05,3.563596,-0.01174718761905302,0.00015924902094631628
100,1,1.666625407015711e-05,3.564535,-0.015121541119957171,0.00032306494204607154
101,1,1.9607701906960045e-05,3.565481,-0.016401758142452042,0.003684144114366263
102,1,1.9515559818219446e-05,3.566646,-0.016363174530205648,-0.0030162766789218615
103,1,1.7480202336257922e-05,3.5678766,-0.015486393255159792,-0.0028448299186993866
104,1,1.449007079944033e-05,3.5065053,-0.014099779124806222,-0.0008057575761697814
105,1,1.1280373814910252e-05,3.5543025,-0.012440527671307542,-0.0038118713430057185
106,1,8.320709569881188e-06,3.5705886,-0.010684574642856397,0.0011551698131557998
107,1,5.851715440514403e-06,3.571131,-0.008960219631451988,0.0030787593093373374
108,1,3.936837983617131e-06,3.1824155,-0.0073493820920691715,-0.005179950170341502
109,1,2.54266849464601e-06,2.8231406,-0.005906387368480268,0.0033477060713243603
110,1,1.579464899208192e-06,3.6039495,-0.004655132481158447,0.0015011037164187903
111,1,9.445163578798662e-07,2.6931767,-0.0035998283889807532,0.0013589209965589738
112,1,5.438847494313658e-07,3.296987,-0.0027316842354485884,-5.49694273599013e-05
113,1,3.0111661328167957e-07,2.8754873,-0.0020325648659328547,-0.0013403635972870647
114,1,1.5987725710282753e-07,2.5217295,-0.0014810523175940794,0.0002700266258661532
115,1,8.10441129213412e-08,3.8955765,-0.0010544786528331436,0.0012469898485793125
116,1,3.8897889500702897e-08,3.8955765,-0.0007305333968749435,0.004293013738827972
117,1,1.7466139193778206e-08,3.5786572,-0.0004895257191799395,0.005245883943562605
118,0,7.175109982707408e-09,4.2110066,-0.0003137554923228367,0.006009319800304316
119,0,0.0,4.3378158,0.0,0.00576667068957792
120,0,1.1860903751768533e-11,4.3378158,-1.2756629628325198e-05,0.005586229423992184
121,0,1.270508993263202e-12,4.4728875,-4.175090823870917e-06,0.005207752040927546
122,0,9.02493518992383e-14,4.7820587,1.1127538398305123e-06,0.00420085029667119
123,0,1.317719679683646e-12,4.7820587,4.25195413959977e-06,0.004310743771548464
124,0,5.662190762244433e-06,4.8061943,-0.0088139240556062,0.00319173490707758
125,0,3.921284371725623e-06,5.0903816,-0.007334849799421631,0.0034214702170857285
126,0,8.178611654360507e-06,4.8906636,0.010592948215573706,0.0037350404073314748
127,0,2.405136506752264e-05,4.8870225,0.01816548179175027,0.0025512747090671774
128,0,0.00016928727671958494,5.0849085,0.04819358293997973,0.0028866782630410388
129,0,0.0013439269676956567,5.4324417,0.13578909380647775,0.0022336500426391203
130,0,0.007995125764119877,5.3296833,0.33119952518644213,0.0018194346433797741
131,0,0.012538712300637507,5.831727,0.4147663592490917,0.0011518419932101882
132,0,0.01998594540932293,5.508477,0.52364794568098,0.0008670140927655017
133,0,0.02942525122357571,5.2347326,0.6353852742922665,0.000630851290157156
134,0,0.03886781680806493,5.000786,0.7302509476930864,-0.002001692869124011
135,0,0.056640427091481316,5.000786,0.8815365333865204,-0.0010831875279696983
136,0,0.0886973450858243,5.99503,1.103144403320576,-0.002114439370935842
137,0,0.13054404506129735,5.437986,1.3383065038476798,-0.0009282076897899543
138,0,0.1786485319008141,5.4953027,1.5655854680212031,0.0036265789005864415
139,0,0.22532636766970404,5.2270193,1.7582598682869206,0.005653160534671386
140,0,0.27107225105616484,5.2270193,1.9284997496734557,0.002041020209615758
141,0,0.3165243867632412,5.8137646,2.08391808533629,0.0016429667454799554
142,0,0.3622589754149328,6.3418717,2.2293929987090384,0.0035600737280929813
143,0,0.40872144004068495,7.4682508,2.3680494414936097,0.0022395780776562606
144,0,0.4562106078207029,7.4682508,2.501841229834548,-0.002007546910425142
145,0,0.5049452203803306,5.4120865,2.632080626352114,-0.002664323671452797
146,0,0.5550944149479745,6.658314,2.7596911734986236,0.0019473982374799631
147,0,0.6067463698518216,6.658314,2.8852313935570217,0.00435144980172697
148,0,0.659992576297493,5.716157,3.0091690126680497,-5.510176227507054e-05
149,0,0.7148670360530577,5.26827,3.1317687869074806,-0.0016887881480036485
150,0,0.7714018426694901,5.672883,3.253249649416012,-0.0007932682906811975
151,0,0.8296330246672408,6.5099273,3.373805729207677,0.0012170024722108022
152,0,0.8895487754694169,5.2392836,3.4935095819877753,-0.00017866367891014012
153,0,0.9511566419747639,5.852047,3.6124602596975044,0.0008934872419423019
154,0,1.0144388887117253,5.305396,3.730697193973919,-0.0006379156380092578
155,0,1.079392772150974,5.3904667,3.8482812831069615,-0.00031800190957186205
156,0,1.145978898236093,5.3904667,3.9652024518048505,0.003018666925564612
157,0,1.2140476139392289,5.474472,4.081266134822161,0.0015010975502757896
158,0,1.2834345547164372,6.0478077,4.196274787321431,0.0017495328747303095
159,0,1.2892819154264439,5.457003,4.205823091815776,0.002373512869774595
160,0,1.2875586819976743,5.457003,4.203011434318029,0.0026892530680378973
161,0,1.2858117876698043,5.3030133,4.2001592501748926,-0.00043572259151049346
162,0,1.284047818611133,5.19285,4.197277221169069,-0.0011388175214846826
163,0,1.28227414987593,5.19285,4.194377347866756,-0.0023420838841480586
164,0,1.280495480225526,5.075057,4.191467283505171,-0.010724870864880566
165,1,1.2787144766150644,4.1692696,4.188551374778479,-0.0033753069955996594
166,0,1.2769293936854125,5.7393847,4.1856267489306616,-0.00761264204587071
167,0,1.2749876415664252,5.7393847,4.182443118835133,-0.013142842734111012
168,0,1.2731704083225548,5.089194,4.179461448821541,-0.014195388640452056
169,0,1.369850932159465,5.840308,4.335245643470259,0.004698178188799667
170,0,1.4692342429355452,5.916983,4.4897543154470805,0.002046267122990667
171,0,1.562211279299701,5.876965,4.629637000024073,0.00450744515622706
172,0,1.6503899641014228,6.350925,4.758502948141518,0.0018262994578143294
173,0,1.735622738052811,6.6265836,4.879830321444032,0.003929919933912709
174,0,1.8187145519537165,6.275166,4.995274131897567,0.008546405899791554
175,0,1.8985858650895273,7.0285845,5.103782721573119,-0.004917816047732875
176,0,1.9669810950670124,7.0285845,5.194899481637678,-0.004118447704132587
177,0,2.0037057162855616,5.1919794,5.243171027864522,-0.003607757305802887
178,0,2.0135432920186944,6.01597,5.25602644271283,-0.0013836764829987934
179,0,2.0075727664424643,5.4222007,5.248228115811146,-0.0031541345609447215
180,0,2.0052909552947003,5.4222007,5.2452446946394495,-0.009536080234389384
181,0,1.9858805925487937,5.118175,5.219797096609163,-0.007991547264395861
182,0,1.9976492075962835,5.570653,5.235240885405466,0.0013259501556155064
183,0,2.0080710271098443,4.8936653,5.2488793558193985,0.0031887310467988506
184,0,2.0501517380477203,4.7578235,5.303591410168654,0.0042310786269354195
185,0,2.0864607622064137,6.2343936,5.350349676186782,0.004961079759052535
186,0,2.15057395002681,5.432325,5.431931018925759,-0.00011840480927639472
187,0,2.205589402782805,5.287308,5.500971423865069,-0.0029675114998414325
188,0,2.285366984978306,5.2639184,5.599574540436296,-0.0037568925890553466
189,0,2.3542899458112174,5.2639184,5.683384384020661,-0.00636877258018507
190,0,2.4456213033986614,5.4787054,5.792574926803247,-0.004563526072066545
191,0,2.5251497295436676,5.5104704,5.886004951521798,-0.0027106470579049474
192,0,2.625256670426567,5.2857842,6.001543261383067,-0.0024684068098913673
193,0,2.7148722192803416,5.7203736,6.103117797366055,-0.003222522778646859
194,0,2.8239875167705515,5.7203736,6.224556910342452,-0.0050509217307769605
195,0,2.927833024789432,5.5304794,6.33797042436386,0.0013640388952495593
196,0,3.035876916650939,5.5997944,6.453853987847175,-0.003707380358034447
197,0,3.131703107123016,5.5997944,6.554919269504986,-0.005566980468066813
198,0,3.1895147903899828,5.216793,6.615144966223383,-0.004707907733384151
199,0,3.209066167841851,6.769077,6.63538904833697,-0.008764326725058412
200,0,3.2032379949831538,6.769077,6.629360850879131,-0.0069074966361894405
201,0,3.1712545204798004,5.636464,6.596181624317425,-0.0053494868491898336
202,0,3.129452360526528,5.714613,6.5525633447089975,-0.0003911167130433871
203,0,3.0668125968953213,5.2828608,6.486653130035844,0.004376599127433387
204,0,3.0112248752179736,5.2828608,6.427597162858808,-4.86249405308671e-05
205,0,2.9413226151534047,6.0352607,6.352554311448641,0.0003968101150597455
206,0,2.8933228985103576,5.1379805,6.300507135744083,-0.0026615218709370152
207,0,2.832724658104738,6.3610997,6.234178559296887,5.576216864677612e-05
208,0,2.803065755786382,6.3610997,6.201456455494077,0.00014027627325183655
209,0,2.7828859308011498,5.5245085,6.179093377720697,0.00317002107165994
210,0,2.7995067220001753,5.9241877,6.1975182311827375,0.0021819236919622745
211,0,2.819167463562176,5.0409155,6.219242526230429,0.002419039400823576
212,0,2.869631295194538,5.0409155,6.274658665622304,0.0035360907520510815
213,0,2.9188400021231518,5.1659126,6.3282292016906,0.0034574140875929206
214,0,2.9943750940527725,4.9895573,6.409588620996206,0.00024362936768013068
215,0,3.0674382365072996,5.771049,6.487314745322609,0.000628649977105904
216,0,3.1630855430150637,5.4406323,6.5876804453591005,0.00108231303905292
217,0,3.256093726435508,6.0087004,6.683831680009242,-2.038637718109585e-05
218,0,3.3539787110105297,6.0087004,6.783552750223475,0.0006473144176503483
219,0,3.4447572424930697,6.980025,6.874741403646025,-0.002759426466546148
220,0,3.5170201302585538,6.865771,6.946475090803059,-0.000729714329091614
221,0,3.545839877810072,6.865771,6.97487800062153,-0.0013520920755931002
222,0,3.5366228488381757,5.7325664,6.965806879756269,0.0020884995107211942
223,0,3.5017074957038874,5.145122,6.931336584026009,0.0007492179941547845
224,0,3.45110260801261,5.145122,6.88107024974553,-0.0013889656107373219
225,0,3.3862875625878366,5.313451,6.816147398545979,-0.0005365157879561101
226,0,3.320240313595907,5.4021235,6.749347902022524,0.0005753730786237274
227,0,3.2396383263797097,5.4021235,6.666921166320299,-0.0006893986631969212
228,0,3.1681865315047006,6.008778,6.592990157147551,-0.0010802922866715203
229,0,3.081738052181584,6.008778,6.502418478991593,0.00034765504601419456
230,0,3.0087092982026604,4.742155,6.424911794829599,-0.002051760527333666
231,0,2.921076404839849,4.789283,6.330653068554834,-0.0007080507714553644
232,0,2.8942848623078854,5.0891666,6.301554436078783,-0.0015328383280980241
233,0,2.869537930131294,5.0891666,6.274556590023024,-0.0018608230634046517
234,0,2.8763760862695587,5.130599,6.28202832719006,0.0009227010045235695
235,0,2.86314625804105,4.8936357,6.267564651467363,0.0022762765892030004
236,0,2.867375185369841,4.8936357,6.272191606071535,0.005403512851639189
237,0,2.8549068984833808,5.17916,6.258539977278406,0.0057303459411607634
238,0,2.859009487503938,5.057105,6.263035220127222,0.00650065088120526
239,0,2.802438815820769,5.249445,6.200762900890579,0.003809393656908757
240,0,2.6791270813836587,5.57199,6.062806574234725,0.003486129815547208
241,0,2.3071085448290156,4.632549,5.626146926187948,0.002611081552987101
242,0,1.8282007379785812,4.632549,5.008284549131183,-0.0005599457084027155
243,0,1.4807526404281603,4.6447864,4.507319184024397,0.005298519563172707
244,0,1.365227421958321,4.300479,4.327923316010597,0.0034620605135032984
245,0,1.2787090883988281,4.542167,4.1885425499607765,0.0024384893131225724
246,0,1.228511854657106,5.0815287,4.10550638117827,0.001711360655006401
247,0,1.210609859929933,5.0815287,4.075483686415477,0.0030476971268119353
248,0,1.2166184600476202,4.634659,4.085585058697634,0.0034018182450237856
249,0,1.2395763619746671,4.634659,4.123952919989804,0.004703441229010116
250,0,1.2748258235670633,5.091391,4.1821776982022305,0.005150316316150739
251,0,1.3193727574973921,5.258834,4.254620339450304,0.004323908961173663
252,0,1.3710488831489547,4.838752,4.337140841245954,0.005173881891743359
253,0,1.4282154452888456,5.0255494,4.426637088057136,0.005489168641336765
254,0,1.4896820192275027,5.454873,4.5208889948550315,0.005117185629807946
255,0,1.5545309492435655,6.5738764,4.618242590382376,0.003535210416558058
256,0,1.6221030272858754,6.5738764,4.717547406689435,0.002293057510220075
257,0,1.6918818264494146,5.051883,4.817947556676595,0.003220302647599851
258,0,1.7634575895508953,5.051883,4.918804542634144,0.00440311686256727
259,0,1.8364879982881612,5.454894,5.0196230273311935,0.0058022924976929985
260,0,1.9108011732060457,8.044181,5.120175006421846,0.005496582716817075
261,0,1.9860085966025163,6.265983,5.219965320324123,0.0020373949918500362
262,0,2.0619745582306948,5.3880405,5.318861808594498,0.000487137943877087
263,0,2.1387363089579936,5.3621216,5.416960601564652,0.00180302938276705
264,0,2.215870316160577,5.3621216,5.513777356560847,0.00035424475560718016
265,0,2.2936728588965445,5.6675525,5.609740780469325,-0.00035417108145792577
266,0,2.3714341193832205,5.2238574,5.704040332776215,-0.00014150555255050104
267,0,2.449912378498075,5.309935,5.79765451135143,-0.0016671947895338679
268,0,2.528002674878756,5.0442185,5.88932905340978,-2.066148202266581e-05
269,0,2.606841297500933,5.0442185,5.980456721832606,-0.001697951985140082
270,0,2.6850675824392694,5.5500774,6.069524464986262,-0.0011442565339299976
271,0,2.763977889412533,5.5500774,6.158065982330813,-0.00010810782478390849
272,0,2.842266788401547,6.013258,6.244669754027768,-0.0015979964355051768
273,0,2.875298131421413,5.378117,6.280851085888105,-0.00016923280034990637
274,0,2.8038359235350283,5.378117,6.202308350195159,0.0008901077212592227
275,0,2.873033109997644,5.50574,6.278376722463194,0.0014642562688026487
276,0,2.7941491152094198,6.157118,6.191585084667192,-0.0001064377486681016
277,0,2.8648530408617665,5.7012634,6.269432487922925,-0.0010975707679968835
278,0,2.785880634246955,4.9195714,6.182417189244691,0.0038430731299786127
279,0,2.856658205859658,5.135403,6.260459295003403,0.003411792218486774
280,0,2.777607921637027,5.5448723,6.173230976146932,0.0029587794474669853
281,0,2.8484402618788094,5.9049444,6.25144786373343,0.0006407887410808321
282,0,2.769289600020266,5.4242406,6.163980314072885,-0.002786681292927961
283,0,2.9473681626131594,6.1285143,6.359079429528503,-0.003406347359465213
284,0,3.094645392252735,6.1285143,6.516021392054167,-0.012289874480999049
285,0,3.224336908034379,5.3468738,6.651157972731641,-0.008409645436470882
286,0,3.3073824263079006,5.1420307,6.73626653933352,-0.0025174575288245985
287,0,3.3148813468609353,5.5434675,6.743898878166252,0.001033987079081618
288,0,3.221138748485958,5.5434675,6.6478585747011305,0.0016771637002431779
289,0,3.042480350822107,6.184165,6.460869168562332,0.003277966045348991
290,0,2.796222831446935,5.1769586,6.193882243589391,0.002332665018307072
291,0,2.570644222089401,5.187311,5.9387910156080235,-0.004079259968088331
292,0,2.4266727052268107,4.769271,5.770090945185513,0.000847830747571613
293,0,2.348561275725829,4.769271,5.6764655114744045,0.0005957683080766007
294,0,2.2640746510869114,5.2514253,5.573428407444777,-0.011299985599600333
295,0,2.182248536352452,4.9285035,5.471786720876065,-0.010378407147638206
296,0,2.0314184620973106,4.9285035,5.2793050016053344,-0.019445752683847392
297,0,1.5862390044912789,4.980681,4.665104408437216,-0.01237270997175184
298,0,1.515846875016722,5.215681,4.5604187445046565,-0.00833994667622175
299,0,1.4905966148881935,4.652254,4.522276589978328,-0.016116562431533393
300,0,1.4780289609753223,5.2532587,4.503171920389163,-0.018277532780725265
301,0,1.4868602594003628,4.7587237,4.5166052250526585,-0.019053030087495045
302,0,1.513122578724937,5.2410254,4.5563188848132805,-0.01734047446391921
303,0,1.5518451657333636,4.891545,4.614251366566601,-0.024218614407817602
304,0,1.5995928547336742,4.891545,4.684699986866396,-0.01879299055623189
305,0,1.6541514373368296,5.941577,4.76392251409081,-0.029857057941885763
306,0,1.7134430821574864,5.941577,4.848550204669507,-0.03879369263012859
307,0,1.77732662034716,5.6573534,4.938109074449757,-0.01935240818814663
308,0,1.8369530479031748,5.57335,5.020258540875316,-0.009794993258758182
309,0,1.8786683251497363,5.633321,5.076940951109672,-0.004862423687882762
310,0,1.916182227603726,5.1873803,5.127379463500153,-0.005092443589106329
311,0,1.9462032994339131,5.693329,5.1673890184728,0.00030346324776552003
312,0,1.9475269275917937,5.693329,5.169145910743806,0.006340909831991588
313,0,1.9228368560476317,5.501646,5.136275076840561,-0.001380327793030718
314,0,1.894762217615676,5.1857376,5.098640762564772,-0.004679449560479816
315,0,1.89249181225374,5.1070104,5.095585114991341,-0.0032451496775472957
316,0,1.8902717282761738,5.0663056,5.092595420014151,0.004536501445002464
317,0,1.886873810541626,5.1484313,5.088016183212384,0.008906790396336045
318,0,1.8842754592534035,5.1484313,5.0845117072297805,0.008239032208942823
319,0,1.8810623023206356,5.2468762,5.080174680839146,0.007066414422905111
320,0,1.8783648110043885,5.528018,5.076530823995872,0.003064328637440917
321,0,1.8753232595355953,5.528018,5.072419060056885,0.005174240002356093
322,0,1.8725412056000055,5.369224,5.068655180699519,0.00839906306687753
323,0,1.869731783692397,5.8583364,5.06485143634635,0.009491609217182844
324,0,1.871643137878249,6.195058,5.067439575534135,0.005328885445857723
325,0,1.7069584356165508,5.0010934,4.839366666895481,0.005976864543779446
326,0,1.5992842477076823,5.2717237,4.6842480590324636,0.004813251223797534
327,0,1.516469803743263,5.2717237,4.56135568744179,0.00791589975385906
328,0,1.4645679059872592,5.1201496,4.482618840604808,0.004914908628900634
329,0,1.4452235939044507,5.1201496,4.452916764141125,0.007379705239441057
330,0,1.450534738999325,5.622733,4.4610914156819,0.007276679899229184
331,0,1.4736076610417568,4.6603556,4.496431597332812,0.005443278307850741
332,0,1.5094808573523937,5.4182944,4.550832601060474,0.004221173904001517
333,0,1.5548388348248476,5.4182944,4.618699905146134,0.0014975411087204595
334,0,1.6073340024062568,4.8154645,4.696021988131427,0.002138934291598738
335,0,1.6652916817643464,4.8154645,4.779937434089157,0.00041153581318281626
336,0,1.7275147164531397,5.0077972,4.86841883055855,-0.0011009336875257298
337,0,1.7922333687558794,5.462538,4.958774225484627,0.0004045813525154044
338,0,1.860281687327442,5.1913176,5.052035703568662,-0.0003444556116822753
339,0,1.9305116432494736,5.3175077,5.146515301189998,0.005229465876345185
340,0,2.0027469094063717,5.3175077,5.2419164050045115,0.0037660210070417912
341,0,2.076509612473991,6.249617,5.3375754686133625,0.002921160757657063
342,0,2.151358084196686,6.630897,5.4329212137834775,0.0037921232390011636
343,0,2.227261735305508,6.0901237,5.527931892524688,0.006077212354972935
344,0,2.3038134503676253,5.6289005,5.622127759046731,0.0021896204613832335
345,0,2.380926882695278,5.6289005,5.71544546212972,0.0025393963460543555
346,0,2.4581523986479827,5.501842,5.807396224595866,0.009690623854124093
347,0,2.535590662276584,4.9216332,5.898161059723169,0.00478886602550451
348,0,2.60607624354199,4.9216332,5.979579087310085,0.006363875394438371
349,0,2.636788390073577,4.634443,6.014710027242335,0.013488155908957637
350,1,2.6190715806652385,4.050646,5.994469291499213,0.020353520078877262
351,1,2.5731686045761157,4.050646,5.94170625786771,0.021452519334992162
352,1,2.50477747697975,3.4624276,5.862213488449749,0.030249421159421235
353,1,2.3790210822854863,3.4624276,5.71315755506155,0.015087499249765745
354,1,1.9998852958213689,3.1716106,5.238170125021636,0.012198192152748257
355,1,1.5702456907049567,3.1298866,4.641526782910124,0.0019019153437506795
356,1,1.191134633849834,3.1298866,4.042569378058925,-0.015359841030200758
357,1,0.8693675270573643,2.7466464,3.453653496114953,-0.017489183334667237
358,1,0.6012329680238634,2.8690584,2.872092672823669,-0.018005131081383074
359,1,0.3840667876254174,2.6820138,2.295516570670037,-0.025966846860476834
360,1,0.2166797204974923,2.5501812,1.7241942365132747,-0.018583600197895227
361,1,0.09809623772465494,2.6288927,1.1601208478353735,-0.01691221496249772
362,1,0.027241005038702762,3.3503356,0.6113481734093935,-0.01571306331449058
363,1,0.0026726578176170554,2.789487,0.1914911623488301,-0.005316210072689795
364,1,1.7941496185489973e-06,2.789487,-0.004961424469493841,-0.012646646566382508
365,1,1.0746094978441948e-05,2.5248656,-0.012142340100006404,-0.006572360597958071
366,1,1.800537569895943e-05,2.6953378,-0.015717307485371767,-0.007659710112669869
367,1,2.1345607514571526e-05,3.0965924,-0.017113203531189634,-0.011072904102675949
368,1,2.141289757282708e-05,3.0965924,-0.017140156204048653,-0.013050324027253651
