Ground Truth
9.932026863098145
9.932028770446777
9.93199348449707
9.93195915222168
9.93193531036377
9.931924819946289
9.931927680969238
9.931941032409668
9.931954383850098
9.93197250366211
9.931985855102539
9.932003021240234
9.932012557983398
9.932024002075195
9.93203067779541
9.932036399841309
9.93204116821289
9.93204402923584
9.932046890258789
9.932051658630371
9.932052612304688
9.932053565979004
9.932053565979004
9.93205451965332
9.93205451965332
9.932055473327637
9.932055473327637
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.932056427001953
9.93205738067627
9.93205738067627
9.93205738067627
9.93205738067627
9.93205738067627
9.932045936584473
9.910216331481934
9.858747482299805
9.78149700164795
9.682093620300293
9.586984634399414
9.508271217346191
9.444841384887695
9.395155906677246
9.357433319091797
9.330094337463379
9.312032699584961
9.302081108093262
9.299162864685059
9.30209732055664
9.309897422790527
9.32225513458252
9.337783813476562
9.35468578338623
9.371007919311523
9.384744644165039
9.39392375946045
9.397547721862793
9.396028518676758
9.388714790344238
9.374271392822266
9.354692459106445
9.331449508666992
9.30472469329834
9.276957511901855
9.247743606567383
9.217294692993164
9.188404083251953
9.163469314575195
9.13939380645752
9.11558723449707
9.09190845489502
9.067882537841797
9.04399585723877
9.020990371704102
9.000238418579102
8.973847389221191
8.939959526062012
8.901890754699707
8.857176780700684
8.80495548248291
8.74181842803955
8.677092552185059
8.613809585571289
8.549429893493652
8.482464790344238
8.412314414978027
8.334797859191895
8.275355339050293
8.243590354919434
8.233210563659668
8.233957290649414
8.234041213989258
8.233729362487793
8.233209609985352
8.232597351074219
8.231964111328125
8.231358528137207
8.23080062866211
8.230317115783691
8.229903221130371
8.229365348815918
8.233895301818848
8.245047569274902
8.261967658996582
8.294367790222168
8.342174530029297
8.402894020080566
8.475410461425781
8.559199333190918
8.653976440429688
8.759601593017578
8.875971794128418
9.002979278564453
9.140585899353027
9.288713455200195
9.447314262390137
9.61604118347168
9.795841217041016
9.985283851623535
10.178385734558105
10.36993408203125
10.558374404907227
10.737878799438477
10.910449028015137
11.078287124633789
11.24050235748291
11.397297859191895
11.547218322753906
11.687511444091797
11.822237014770508
11.953653335571289
12.083717346191406
12.213294982910156
12.342443466186523
12.47073745727539
