34.99,1.13
14.71,2.48
27.91,0.58
10.62,0.66
35.8,1.11
21.19,3.09
11.33,2.2
-2.48,0.57
-2.68,1.15
20.26,0.88
20.17,0.83
-2.66,1.12
17.92,0.84
-2.49,1.69
18.39,2.68
30.06,1.02
27.89,1.01
1.11,2.21
-0.69,2.23
16.26,3.16
21.29,3.04
16.24,2.52
0.67,0.28
-2.59,1.64
24.55,3.08
35.48,1.14
34.67,0.67
35.84,0.63
-2.61,1.12
22.53,0.94
