0.24
1.78
0.11
1.44
0.85
0.56
0.56
0.62
1.43
0.87
1.33
0.56
0.56
1.08
1.77
1.44
0.41
0.11
1.23
0.43
0.23
0.51
0.14
0.25
1.39
0.34
0.46
1.52
0.97
0.5
0.58
0.5
0.61
0.42
0.32
0.59
1.47
0.2
0.41
0.51
0.12
0.55
0.81
0.58
0.54
0.47
1.01
1.42
0.54
0.39
0.29
0.58
0.62
0.27
0.39
0.11
0.49
0.5
1.79
0.18
1.46
0.21
0.43
0.28
0.44
0.55
0.12
0.58
0.3
1.38
0.11
0.12
0.12
0.1
0.1
0.17
0.1
0.19
0.45
0.57
0.51
0.51
0.72
0.72
0.48
0.28
0.57
0.56
0.56
0.55
0.59
0.28
0.57
0.52
0.14
0.32
0.12
0.47
0.12
0.18
0.2
0.21
0.22
0.29
0.57
0.29
0.26
0.6
0.44
0.51
0.32
0.49
1.39
0.56
0.71
0.98
1.41
0.47
0.56
0.42
0.56
0.25
0.58
0.29
0.47
0.32
0.54
0.56
0.56
0.63
0.93
0.93
0.98
0.6
1.03
0.96
0.98
1.04
1.23
0.76
1.52
0.7
0.93
1.05
0.47
0.48
0.23
0.28
0.52
0.53
0.25
0.23
0.57
0.48
0.6
0.33
0.49
0.32
0.33
0.61
0.33
0.33
0.45
0.54
0.26
0.71
0.52
0.46
0.25
0.32
0.23
0.17
0.2
0.32
0.91
1.25
0.83
1.46
0.85
1.04
1.57
1.17
0.36
1.01
0.48
0.97
0.89
0.38
1.05
1.86
3.79
2.08
1.08
0.93
0.58
1.47
1.08
0.72
2.58
1.65
3.32
0.32
2.52
0.62
