-0.52,0.4
20.85,0.94
33.16,1.05
-2.68,2.39
36.11,1.09
26.42,0.62
29.56,3.43
-2.49,2.19
-0.56,1.59
16.48,0.52
33.35,1.11
35.96,1.14
35.98,1.13
28.25,0.58
11.93,2.38
18.07,0.84
-1.52,0.28
10.4,0.39
-0.49,0.31
36.32,1.12
36.33,3.69
36.23,1.09
23.4,0.91
28.47,1.05
20.6,2.89
-1.67,0.23
35.89,0.65
20.71,0.95
20.25,3.23
0.19,2.08
