Ground Truth
9.932026863098145
9.932028770446777
9.93199348449707
9.93195915222168
9.93193531036377
9.931924819946289
9.931927680969238
9.931941032409668
9.931954383850098
9.93197250366211
9.931985855102539
9.932003021240234
