24.68,0.91
24.02,0.9
22.03,0.9
20.68,0.88
34.25,1.1
30.88,1.11
25.35,0.98
28.97,1.07
28.48,1.07
31.54,1.02
29.94,1.0
35.52,1.1
29.36,1.02
23.75,0.91
30.47,1.04
36.23,1.1
33.07,1.06
33.24,1.07
34.04,1.07
36.27,1.12
35.81,1.11
35.82,1.11
35.87,1.12
32.58,1.08
35.63,1.1
35.79,1.09
35.74,1.1
36.44,1.19
36.51,1.19
36.42,1.23
