Ground Truth
70.739013671875
70.73900604248047
70.73896789550781
70.7389144897461
70.73886108398438
70.73881530761719
70.73876953125
70.73873901367188
70.73870849609375
70.73868560791016
70.7386703491211
70.73865509033203
70.73863983154297
70.73863220214844
