24.86,0.92
27.56,0.98
29.16,1.01
21.38,0.86
23.92,0.91
26.1,0.96
20.84,0.86
27.54,0.98
32.4,1.05
32.49,1.06
31.82,1.04
26.69,1.08
35.39,1.11
23.26,0.9
20.52,0.96
20.2,0.99
21.03,0.91
21.06,0.85
21.14,0.85
31.24,1.05
28.78,1.01
20.74,0.85
23.43,0.9
35.52,1.12
28.51,1.11
35.38,1.08
31.46,1.04
20.97,0.87
21.87,0.92
22.69,0.89
